deliveryDay,period,deliveryStart,deliveryEnd,price,priceWeightedAverage,priceAverage,lastPrice,minimalPrice,maximalPrice,successfulVolume,purchaseSuccessfulVolume,saleSuccessfulVolume
2025-03-30,19,2025-03-30T17:00:00Z,2025-03-30T18:00:00Z,115.99,115.99,125.19,54.0,20.0,182.31,196.3,53.2,143.1
2025-03-30,20,2025-03-30T18:00:00Z,2025-03-30T19:00:00Z,86.96,86.96,93.37,0.01,0.01,155.1,184.1,85.2,98.9
2025-03-30,21,2025-03-30T19:00:00Z,2025-03-30T20:00:00Z,117.02,117.02,119.54,110.01,95.0,139.99,243.1,65.0,178.1
2025-03-30,22,2025-03-30T20:00:00Z,2025-03-30T21:00:00Z,87.77,87.77,87.76,74.14,65.01,93.94,162.4,36.0,126.4
2025-03-30,23,2025-03-30T21:00:00Z,2025-03-30T22:00:00Z,75.97,75.97,76.4,67.58,59.51,86.33,165.2,31.8,133.4
2025-03-31,1,2025-03-30T22:00:00Z,2025-03-30T23:00:00Z,63.52,63.52,67.28,65.17,54.13,77.0,142.8,72.8,70.0
2025-03-31,2,2025-03-30T23:00:00Z,2025-03-31T00:00:00Z,59.06,59.06,59.67,53.71,53.71,66.5,101.5,46.5,55.0
2025-03-31,3,2025-03-31T00:00:00Z,2025-03-31T01:00:00Z,54.81,54.81,54.55,43.42,36.47,161.14,93.5,48.5,45.0
2025-03-31,4,2025-03-31T01:00:00Z,2025-03-31T02:00:00Z,58.31,58.31,61.24,46.47,41.48,173.72,84.9,52.5,32.4
2025-03-31,5,2025-03-31T02:00:00Z,2025-03-31T03:00:00Z,68.25,68.25,73.19,70.39,57.11,171.72,74.2,51.6,22.6
2025-03-31,6,2025-03-31T03:00:00Z,2025-03-31T04:00:00Z,87.55,87.55,91.12,85.26,70.86,199.41,93.2,70.7,22.5
2025-03-31,7,2025-03-31T04:00:00Z,2025-03-31T05:00:00Z,137.68,137.68,138.5,119.71,119.71,147.99,124.3,87.5,36.8
2025-03-31,8,2025-03-31T05:00:00Z,2025-03-31T06:00:00Z,210.36,210.36,211.08,211.0,181.0,249.99,87.2,14.5,72.7
2025-03-31,9,2025-03-31T06:00:00Z,2025-03-31T07:00:00Z,189.83,189.83,193.34,195.0,179.6,272.63,132.4,34.6,97.8
2025-03-31,10,2025-03-31T07:00:00Z,2025-03-31T08:00:00Z,138.14,138.14,141.97,140.0,125.0,240.46,126.1,65.5,60.6
2025-03-31,11,2025-03-31T08:00:00Z,2025-03-31T09:00:00Z,107.21,107.21,107.58,85.0,85.0,117.28,101.4,56.8,44.6
2025-03-31,12,2025-03-31T09:00:00Z,2025-03-31T10:00:00Z,104.91,104.91,104.16,80.27,80.27,118.16,157.7,56.4,101.3
2025-03-31,13,2025-03-31T10:00:00Z,2025-03-31T11:00:00Z,89.4,89.4,90.97,93.88,78.27,100.0,125.1,55.4,69.7
2025-03-31,14,2025-03-31T11:00:00Z,2025-03-31T12:00:00Z,71.68,71.68,73.42,55.01,55.01,87.86,187.2,68.9,118.3
2025-03-31,15,2025-03-31T12:00:00Z,2025-03-31T13:00:00Z,71.28,71.28,70.31,75.0,55.0,81.0,161.3,48.2,113.1
2025-03-31,16,2025-03-31T13:00:00Z,2025-03-31T14:00:00Z,75.57,75.57,75.18,64.11,64.11,88.76,205.5,131.0,74.5
2025-03-31,17,2025-03-31T14:00:00Z,2025-03-31T15:00:00Z,82.51,82.51,80.84,76.06,76.0,98.95,65.4,23.4,42.0
2025-03-31,18,2025-03-31T15:00:00Z,2025-03-31T16:00:00Z,95.4,95.4,95.64,98.24,90.14,100.1,74.1,18.4,55.7
2025-03-31,19,2025-03-31T16:00:00Z,2025-03-31T17:00:00Z,125.54,125.54,126.01,80.0,80.0,140.95,205.9,49.4,156.5
2025-03-31,20,2025-03-31T17:00:00Z,2025-03-31T18:00:00Z,197.68,197.68,200.45,170.2,170.2,235.28,158.6,74.1,84.5
2025-03-31,21,2025-03-31T18:00:00Z,2025-03-31T19:00:00Z,173.67,173.67,176.05,147.3,147.29,214.99,133.4,76.6,56.8
2025-03-31,22,2025-03-31T19:00:00Z,2025-03-31T20:00:00Z,122.68,122.68,123.05,124.84,114.0,148.0,110.7,53.6,57.1
2025-03-31,23,2025-03-31T20:00:00Z,2025-03-31T21:00:00Z,108.29,108.29,107.64,107.58,101.31,114.0,102.6,61.4,41.2
2025-03-31,24,2025-03-31T21:00:00Z,2025-03-31T22:00:00Z,97.04,97.04,97.69,98.11,93.11,100.99,99.3,61.9,37.4
2025-04-01,1,2025-03-31T22:00:00Z,2025-03-31T23:00:00Z,96.24,96.24,96.98,112.0,92.79,112.0,51.2,23.0,28.2
2025-04-01,2,2025-03-31T23:00:00Z,2025-04-01T00:00:00Z,98.48,98.48,98.22,100.5,93.4,100.51,37.9,20.0,17.9
2025-04-01,3,2025-04-01T00:00:00Z,2025-04-01T01:00:00Z,95.0,95.0,95.06,93.5,92.65,99.89,84.2,24.5,59.7
2025-04-01,4,2025-04-01T01:00:00Z,2025-04-01T02:00:00Z,94.45,94.45,94.33,94.0,91.2,95.88,84.9,21.5,63.4
2025-04-01,5,2025-04-01T02:00:00Z,2025-04-01T03:00:00Z,93.48,93.48,93.75,90.6,90.5,97.26,97.8,21.5,76.3
2025-04-01,6,2025-04-01T03:00:00Z,2025-04-01T04:00:00Z,99.09,99.09,98.67,93.17,93.16,103.91,83.5,26.0,57.5
2025-04-01,7,2025-04-01T04:00:00Z,2025-04-01T05:00:00Z,124.64,124.64,123.49,127.0,116.0,132.5,89.2,41.1,48.1
2025-04-01,8,2025-04-01T05:00:00Z,2025-04-01T06:00:00Z,159.42,159.42,159.84,154.29,148.01,168.15,120.4,40.0,80.4
2025-04-01,9,2025-04-01T06:00:00Z,2025-04-01T07:00:00Z,154.91,154.91,154.96,171.02,144.0,176.21,159.2,18.0,141.2
2025-04-01,10,2025-04-01T07:00:00Z,2025-04-01T08:00:00Z,106.24,106.24,107.05,107.0,96.58,120.0,130.0,20.5,109.5
2025-04-01,11,2025-04-01T08:00:00Z,2025-04-01T09:00:00Z,88.31,88.31,88.31,100.01,80.03,100.04,202.8,89.0,113.8
2025-04-01,12,2025-04-01T09:00:00Z,2025-04-01T10:00:00Z,81.0,81.0,82.56,41.0,41.0,105.18,344.3,162.7,181.6
2025-04-01,13,2025-04-01T10:00:00Z,2025-04-01T11:00:00Z,70.11,70.11,71.45,71.12,65.12,81.52,327.9,163.9,164.0
2025-04-01,14,2025-04-01T11:00:00Z,2025-04-01T12:00:00Z,53.78,53.78,53.85,75.12,42.0,91.9,368.2,227.6,140.6
2025-04-01,15,2025-04-01T12:00:00Z,2025-04-01T13:00:00Z,57.81,57.81,57.81,25.0,25.0,85.01,299.9,199.9,100.0
2025-04-01,16,2025-04-01T13:00:00Z,2025-04-01T14:00:00Z,65.7,65.7,68.81,65.0,56.33,99.0,233.6,92.6,141.0
2025-04-01,17,2025-04-01T14:00:00Z,2025-04-01T15:00:00Z,79.87,79.87,80.48,73.55,73.55,88.0,124.8,56.5,68.3
2025-04-01,18,2025-04-01T15:00:00Z,2025-04-01T16:00:00Z,96.65,96.65,95.45,85.67,85.67,106.99,156.2,70.7,85.5
2025-04-01,19,2025-04-01T16:00:00Z,2025-04-01T17:00:00Z,127.22,127.22,127.79,119.52,119.52,135.85,92.1,31.5,60.6
2025-04-01,20,2025-04-01T17:00:00Z,2025-04-01T18:00:00Z,167.61,167.61,169.64,169.0,157.01,192.74,147.9,59.6,88.3
2025-04-01,21,2025-04-01T18:00:00Z,2025-04-01T19:00:00Z,146.15,146.15,147.51,156.99,141.19,156.99,119.8,25.6,94.2
2025-04-01,22,2025-04-01T19:00:00Z,2025-04-01T20:00:00Z,109.16,109.16,109.4,113.0,105.02,116.99,55.8,26.6,29.2
2025-04-01,23,2025-04-01T20:00:00Z,2025-04-01T21:00:00Z,98.61,98.61,99.57,106.97,98.0,106.97,42.6,13.5,29.1
2025-04-01,24,2025-04-01T21:00:00Z,2025-04-01T22:00:00Z,79.09,79.09,81.11,70.0,68.29,88.2,71.6,38.5,33.1
2025-04-02,1,2025-04-01T22:00:00Z,2025-04-01T23:00:00Z,74.88,74.88,76.01,70.0,70.0,78.0,17.8,14.0,3.8
2025-04-02,2,2025-04-01T23:00:00Z,2025-04-02T00:00:00Z,63.9,63.9,65.2,64.58,60.29,70.71,21.8,18.0,3.8
2025-04-02,3,2025-04-02T00:00:00Z,2025-04-02T01:00:00Z,69.01,69.01,69.55,73.0,63.64,73.0,52.8,43.0,9.8
2025-04-02,4,2025-04-02T01:00:00Z,2025-04-02T02:00:00Z,67.59,67.59,68.05,67.31,64.0,72.89,64.8,51.0,13.8
2025-04-02,5,2025-04-02T02:00:00Z,2025-04-02T03:00:00Z,74.22,74.22,74.66,75.0,67.12,78.0,63.6,49.0,14.6
2025-04-02,6,2025-04-02T03:00:00Z,2025-04-02T04:00:00Z,85.88,85.88,86.46,85.0,79.42,89.88,63.6,41.0,22.6
2025-04-02,7,2025-04-02T04:00:00Z,2025-04-02T05:00:00Z,114.07,114.07,114.55,130.0,106.51,130.0,59.6,40.0,19.6
2025-04-02,8,2025-04-02T05:00:00Z,2025-04-02T06:00:00Z,149.8,149.8,148.21,166.0,136.27,166.0,49.6,25.0,24.6
2025-04-02,9,2025-04-02T06:00:00Z,2025-04-02T07:00:00Z,115.19,115.19,115.72,119.81,113.01,119.81,53.1,14.5,38.6
2025-04-02,10,2025-04-02T07:00:00Z,2025-04-02T08:00:00Z,72.87,72.87,73.83,75.0,67.0,80.04,53.3,29.7,23.6
2025-04-02,11,2025-04-02T08:00:00Z,2025-04-02T09:00:00Z,50.84,50.84,68.12,-32.92,-32.92,85.46,113.5,70.0,43.5
2025-04-02,12,2025-04-02T09:00:00Z,2025-04-02T10:00:00Z,63.86,63.86,63.89,69.31,47.0,77.9,146.5,92.5,54.0
2025-04-02,13,2025-04-02T10:00:00Z,2025-04-02T11:00:00Z,60.29,60.29,59.37,54.0,43.0,73.99,188.7,134.0,54.7
2025-04-02,14,2025-04-02T11:00:00Z,2025-04-02T12:00:00Z,62.55,62.55,64.63,45.0,45.0,78.45,194.4,133.8,60.6
2025-04-02,15,2025-04-02T12:00:00Z,2025-04-02T13:00:00Z,56.87,56.87,52.84,57.0,29.05,72.36,192.4,148.5,43.9
2025-04-02,16,2025-04-02T13:00:00Z,2025-04-02T14:00:00Z,72.8,72.8,71.68,37.67,37.67,84.22,185.7,156.6,29.1
2025-04-02,17,2025-04-02T14:00:00Z,2025-04-02T15:00:00Z,70.33,70.33,69.36,90.0,47.39,99.0,306.9,218.3,88.6
2025-04-02,18,2025-04-02T15:00:00Z,2025-04-02T16:00:00Z,97.03,97.03,96.58,100.0,77.7,104.93,140.7,133.1,7.6
2025-04-02,19,2025-04-02T16:00:00Z,2025-04-02T17:00:00Z,114.11,114.11,115.3,103.0,103.0,118.0,93.0,72.4,20.6
2025-04-02,20,2025-04-02T17:00:00Z,2025-04-02T18:00:00Z,154.97,154.97,152.96,165.0,136.15,170.0,92.0,71.4,20.6
2025-04-02,21,2025-04-02T18:00:00Z,2025-04-02T19:00:00Z,127.22,127.22,128.52,127.31,114.94,136.0,77.6,68.0,9.6
2025-04-02,22,2025-04-02T19:00:00Z,2025-04-02T20:00:00Z,104.93,104.93,106.87,108.28,101.0,111.4,82.7,68.1,14.6
2025-04-02,23,2025-04-02T20:00:00Z,2025-04-02T21:00:00Z,93.88,93.88,95.21,92.0,90.0,101.13,83.0,64.1,18.9
2025-04-02,24,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,88.06,88.06,88.08,111.3,80.17,111.3,18.1,14.1,4.0
2025-04-03,1,2025-04-02T22:00:00Z,2025-04-02T23:00:00Z,78.97,78.97,77.76,73.83,73.83,83.68,38.1,33.0,5.1
2025-04-03,2,2025-04-02T23:00:00Z,2025-04-03T00:00:00Z,80.08,80.08,80.44,76.65,75.0,88.99,38.2,33.5,4.7
2025-04-03,3,2025-04-03T00:00:00Z,2025-04-03T01:00:00Z,76.46,76.46,76.31,75.0,65.69,79.81,52.3,52.1,0.2
2025-04-03,4,2025-04-03T01:00:00Z,2025-04-03T02:00:00Z,76.0,76.0,75.33,71.07,70.54,82.83,59.8,59.6,0.2
2025-04-03,5,2025-04-03T02:00:00Z,2025-04-03T03:00:00Z,81.55,81.55,80.58,88.78,75.84,88.78,70.9,70.7,0.2
2025-04-03,6,2025-04-03T03:00:00Z,2025-04-03T04:00:00Z,105.09,105.09,103.9,108.24,99.09,108.24,61.3,60.2,1.1
2025-04-03,7,2025-04-03T04:00:00Z,2025-04-03T05:00:00Z,139.17,139.17,139.58,139.0,136.54,142.13,64.8,44.8,20.0
2025-04-03,8,2025-04-03T05:00:00Z,2025-04-03T06:00:00Z,174.62,174.62,174.86,190.0,162.37,195.0,131.3,61.3,70.0
2025-04-03,9,2025-04-03T06:00:00Z,2025-04-03T07:00:00Z,146.21,146.21,138.92,165.01,132.81,180.0,71.9,25.9,46.0
2025-04-03,10,2025-04-03T07:00:00Z,2025-04-03T08:00:00Z,87.49,87.49,87.58,90.96,79.12,92.5,93.2,43.2,50.0
2025-04-03,11,2025-04-03T08:00:00Z,2025-04-03T09:00:00Z,42.84,42.84,41.76,40.0,34.58,51.54,176.5,84.7,91.8
2025-04-03,12,2025-04-03T09:00:00Z,2025-04-03T10:00:00Z,2.21,2.21,2.34,4.45,-4.63,15.0,216.1,127.0,89.1
2025-04-03,13,2025-04-03T10:00:00Z,2025-04-03T11:00:00Z,0.37,0.37,-1.96,9.0,-9.0,9.0,371.2,181.7,189.5
2025-04-03,14,2025-04-03T11:00:00Z,2025-04-03T12:00:00Z,-5.24,-5.24,-6.77,-1.5,-15.49,2.89,330.6,158.2,172.4
2025-04-03,15,2025-04-03T12:00:00Z,2025-04-03T13:00:00Z,-3.7,-3.7,-5.18,-10.0,-17.8,15.13,261.8,122.1,139.7
2025-04-03,16,2025-04-03T13:00:00Z,2025-04-03T14:00:00Z,16.35,16.35,15.75,8.0,8.0,29.62,244.7,125.8,118.9
2025-04-03,17,2025-04-03T14:00:00Z,2025-04-03T15:00:00Z,46.75,46.75,47.31,42.0,33.32,59.99,195.7,95.5,100.2
2025-04-03,18,2025-04-03T15:00:00Z,2025-04-03T16:00:00Z,96.53,96.53,97.96,96.72,90.0,102.05,137.9,43.6,94.3
2025-04-03,19,2025-04-03T16:00:00Z,2025-04-03T17:00:00Z,141.24,141.24,140.28,133.0,132.99,154.0,106.1,46.3,59.8
2025-04-03,20,2025-04-03T17:00:00Z,2025-04-03T18:00:00Z,175.34,175.34,189.81,150.0,150.0,213.5,58.6,28.4,30.2
2025-04-03,21,2025-04-03T18:00:00Z,2025-04-03T19:00:00Z,181.97,181.97,181.6,175.36,170.5,196.13,67.0,25.0,42.0
2025-04-03,22,2025-04-03T19:00:00Z,2025-04-03T20:00:00Z,136.78,136.78,137.24,139.69,130.0,140.61,123.0,18.0,105.0
2025-04-03,23,2025-04-03T20:00:00Z,2025-04-03T21:00:00Z,115.27,115.27,115.37,115.8,112.0,122.81,133.7,28.4,105.3
2025-04-03,24,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,108.06,108.06,107.3,106.0,103.03,110.4,37.1,10.6,26.5
2025-04-04,1,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,103.72,103.72,104.27,106.11,101.0,111.05,30.6,8.4,22.2
2025-04-04,2,2025-04-03T23:00:00Z,2025-04-04T00:00:00Z,102.35,102.35,102.44,108.1,98.0,108.1,33.1,20.9,12.2
2025-04-04,3,2025-04-04T00:00:00Z,2025-04-04T01:00:00Z,99.61,99.61,99.84,96.59,96.11,106.11,36.9,14.5,22.4
2025-04-04,4,2025-04-04T01:00:00Z,2025-04-04T02:00:00Z,106.13,106.13,106.27,115.0,101.0,115.0,52.2,20.0,32.2
2025-04-04,5,2025-04-04T02:00:00Z,2025-04-04T03:00:00Z,110.78,110.78,111.77,118.98,103.0,119.0,64.2,22.0,42.2
2025-04-04,6,2025-04-04T03:00:00Z,2025-04-04T04:00:00Z,115.87,115.87,117.74,124.85,109.0,124.85,83.2,28.1,55.1
2025-04-04,7,2025-04-04T04:00:00Z,2025-04-04T05:00:00Z,157.22,157.22,156.81,168.1,147.0,169.0,127.2,33.2,94.0
2025-04-04,8,2025-04-04T05:00:00Z,2025-04-04T06:00:00Z,184.53,184.53,186.52,190.01,168.0,200.0,115.7,13.2,102.5
2025-04-04,9,2025-04-04T06:00:00Z,2025-04-04T07:00:00Z,131.07,131.07,131.86,119.28,119.28,138.9,69.2,3.5,65.7
2025-04-04,10,2025-04-04T07:00:00Z,2025-04-04T08:00:00Z,5.15,5.15,57.86,-167.66,-167.66,87.0,79.8,21.9,57.9
2025-04-04,11,2025-04-04T08:00:00Z,2025-04-04T09:00:00Z,51.47,51.47,51.15,27.01,27.01,65.07,116.3,55.3,61.0
2025-04-04,12,2025-04-04T09:00:00Z,2025-04-04T10:00:00Z,-7.56,-7.56,-10.8,-7.0,-21.68,12.0,103.4,47.2,56.2
2025-04-04,13,2025-04-04T10:00:00Z,2025-04-04T11:00:00Z,-15.95,-15.95,-15.01,-24.35,-24.35,-2.1,134.2,72.2,62.0
2025-04-04,14,2025-04-04T11:00:00Z,2025-04-04T12:00:00Z,-17.74,-17.74,-19.34,-10.0,-43.55,-4.52,158.0,91.5,66.5
2025-04-04,15,2025-04-04T12:00:00Z,2025-04-04T13:00:00Z,-3.74,-3.74,-4.18,-10.49,-18.93,5.28,161.2,37.5,123.7
2025-04-04,16,2025-04-04T13:00:00Z,2025-04-04T14:00:00Z,5.46,5.46,4.81,5.45,-1.0,13.93,124.7,5.0,119.7
2025-04-04,17,2025-04-04T14:00:00Z,2025-04-04T15:00:00Z,36.94,36.94,35.85,22.01,22.01,44.5,163.9,35.3,128.6
2025-04-04,18,2025-04-04T15:00:00Z,2025-04-04T16:00:00Z,95.9,95.9,91.53,68.0,67.21,110.0,116.0,39.3,76.7
2025-04-04,19,2025-04-04T16:00:00Z,2025-04-04T17:00:00Z,132.81,132.81,132.52,125.0,123.51,186.69,107.3,12.0,95.3
2025-04-04,20,2025-04-04T17:00:00Z,2025-04-04T18:00:00Z,165.56,165.56,164.02,139.56,135.1,178.0,204.5,9.0,195.5
2025-04-04,21,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,125.51,125.51,147.34,-95.0,-95.0,166.0,214.0,12.0,202.0
2025-04-04,22,2025-04-04T19:00:00Z,2025-04-04T20:00:00Z,127.21,127.21,127.01,126.01,120.0,134.89,155.6,38.2,117.4
2025-04-04,23,2025-04-04T20:00:00Z,2025-04-04T21:00:00Z,124.73,124.73,123.9,115.0,111.01,147.0,132.9,45.4,87.5
2025-04-04,24,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,102.71,102.71,103.46,97.37,97.37,114.03,130.7,47.0,83.7
2025-04-05,1,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,122.98,122.98,123.56,130.0,105.26,150.0,40.9,23.7,17.2
2025-04-05,2,2025-04-04T23:00:00Z,2025-04-05T00:00:00Z,101.95,101.95,100.7,86.91,86.91,108.0,52.1,34.3,17.8
2025-04-05,3,2025-04-05T00:00:00Z,2025-04-05T01:00:00Z,96.13,96.13,95.85,92.9,92.39,104.81,54.0,36.0,18.0
2025-04-05,4,2025-04-05T01:00:00Z,2025-04-05T02:00:00Z,92.87,92.87,92.62,90.7,88.28,103.59,55.3,35.5,19.8
2025-04-05,5,2025-04-05T02:00:00Z,2025-04-05T03:00:00Z,91.33,91.33,91.86,93.89,88.3,99.62,51.1,33.4,17.7
2025-04-05,6,2025-04-05T03:00:00Z,2025-04-05T04:00:00Z,92.63,92.63,92.86,89.32,89.03,103.14,56.3,26.7,29.6
2025-04-05,7,2025-04-05T04:00:00Z,2025-04-05T05:00:00Z,100.33,100.33,94.27,80.0,80.0,115.0,42.7,29.3,13.4
2025-04-05,8,2025-04-05T05:00:00Z,2025-04-05T06:00:00Z,94.58,94.58,93.02,81.76,81.75,115.0,175.6,23.2,152.4
2025-04-05,9,2025-04-05T06:00:00Z,2025-04-05T07:00:00Z,68.41,68.41,65.64,34.0,34.0,101.47,188.4,19.3,169.1
2025-04-05,10,2025-04-05T07:00:00Z,2025-04-05T08:00:00Z,37.37,37.37,37.03,39.0,34.31,61.77,76.4,10.2,66.2
2025-04-05,11,2025-04-05T08:00:00Z,2025-04-05T09:00:00Z,-2.7,-2.7,-2.49,-2.8,-5.02,-0.89,83.4,23.0,60.4
2025-04-05,12,2025-04-05T09:00:00Z,2025-04-05T10:00:00Z,-10.83,-10.83,-9.98,-5.5,-14.74,0.0,121.4,31.9,89.5
2025-04-05,13,2025-04-05T10:00:00Z,2025-04-05T11:00:00Z,-44.29,-44.29,-42.48,-35.0,-67.59,-20.01,151.0,58.4,92.6
2025-04-05,14,2025-04-05T11:00:00Z,2025-04-05T12:00:00Z,-74.91,-74.91,-74.12,-77.01,-110.89,-46.02,231.0,120.2,110.8
2025-04-05,15,2025-04-05T12:00:00Z,2025-04-05T13:00:00Z,-77.08,-77.08,-80.76,-61.0,-99.46,-41.05,470.5,210.2,260.3
2025-04-05,16,2025-04-05T13:00:00Z,2025-04-05T14:00:00Z,-50.92,-50.92,-36.92,-72.22,-72.22,-1.0,47.8,12.9,34.9
2025-04-05,17,2025-04-05T14:00:00Z,2025-04-05T15:00:00Z,10.36,10.36,9.67,29.0,0.61,29.01,131.2,19.0,112.2
2025-04-05,18,2025-04-05T15:00:00Z,2025-04-05T16:00:00Z,72.94,72.94,72.48,101.0,52.08,106.0,88.5,21.0,67.5
2025-04-05,19,2025-04-05T16:00:00Z,2025-04-05T17:00:00Z,83.14,83.14,82.88,106.5,70.0,106.5,89.6,35.0,54.6
2025-04-05,20,2025-04-05T17:00:00Z,2025-04-05T18:00:00Z,168.11,168.11,163.58,153.54,98.11,220.01,315.6,84.2,231.4
2025-04-05,21,2025-04-05T18:00:00Z,2025-04-05T19:00:00Z,128.42,128.42,131.68,81.78,79.65,155.0,291.1,84.0,207.1
2025-04-05,22,2025-04-05T19:00:00Z,2025-04-05T20:00:00Z,106.38,106.38,108.1,110.0,100.01,130.0,80.0,33.0,47.0
2025-04-05,23,2025-04-05T20:00:00Z,2025-04-05T21:00:00Z,108.52,108.52,98.21,120.2,61.51,135.0,25.0,9.0,16.0
2025-04-05,24,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,64.67,64.67,66.61,59.79,50.0,79.42,71.3,28.7,42.6
2025-04-06,1,2025-04-05T22:00:00Z,2025-04-05T23:00:00Z,51.54,51.54,53.07,45.96,45.96,67.9,20.9,20.3,0.6
2025-04-06,2,2025-04-05T23:00:00Z,2025-04-06T00:00:00Z,37.03,37.03,40.21,33.73,33.73,58.38,18.4,8.3,10.1
2025-04-06,3,2025-04-06T00:00:00Z,2025-04-06T01:00:00Z,11.56,11.56,33.13,4.0,4.0,61.88,12.5,7.3,5.2
2025-04-06,4,2025-04-06T01:00:00Z,2025-04-06T02:00:00Z,32.07,32.07,33.21,33.63,28.19,68.22,32.2,18.8,13.4
2025-04-06,5,2025-04-06T02:00:00Z,2025-04-06T03:00:00Z,48.03,48.03,47.53,50.69,36.29,70.95,15.3,15.1,0.2
2025-04-06,6,2025-04-06T03:00:00Z,2025-04-06T04:00:00Z,52.9,52.9,52.78,49.0,49.0,68.85,32.5,32.2,0.3
2025-04-06,7,2025-04-06T04:00:00Z,2025-04-06T05:00:00Z,51.92,51.92,50.3,48.0,46.0,59.14,23.4,19.3,4.1
2025-04-06,8,2025-04-06T05:00:00Z,2025-04-06T06:00:00Z,42.16,42.16,43.15,25.0,25.0,57.23,144.9,26.2,118.7
2025-04-06,9,2025-04-06T06:00:00Z,2025-04-06T07:00:00Z,23.87,23.87,22.59,11.0,11.0,30.0,106.4,11.0,95.4
2025-04-06,10,2025-04-06T07:00:00Z,2025-04-06T08:00:00Z,-5.66,-5.66,-7.76,0.1,-14.99,0.1,67.6,37.8,29.8
2025-04-06,11,2025-04-06T08:00:00Z,2025-04-06T09:00:00Z,-11.1,-11.1,-11.74,-15.0,-19.9,-5.7,151.3,74.1,77.2
2025-04-06,12,2025-04-06T09:00:00Z,2025-04-06T10:00:00Z,-28.31,-28.31,-26.05,-29.0,-38.8,-12.13,200.9,87.2,113.7
2025-04-06,13,2025-04-06T10:00:00Z,2025-04-06T11:00:00Z,-58.63,-58.63,-61.42,-53.61,-82.78,-35.48,184.7,56.4,128.3
2025-04-06,14,2025-04-06T11:00:00Z,2025-04-06T12:00:00Z,-77.05,-77.05,-71.48,-0.01,-114.97,-0.01,157.0,73.8,83.2
2025-04-06,15,2025-04-06T12:00:00Z,2025-04-06T13:00:00Z,-32.05,-32.05,-34.61,22.05,-112.1,22.05,181.2,90.6,90.6
2025-04-06,16,2025-04-06T13:00:00Z,2025-04-06T14:00:00Z,-1.73,-1.73,-3.04,-10.0,-19.91,25.0,188.6,75.9,112.7
2025-04-06,17,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,20.17,20.17,15.3,26.3,-12.19,63.62,153.1,65.2,87.9
2025-04-06,18,2025-04-06T15:00:00Z,2025-04-06T16:00:00Z,61.24,61.24,80.35,40.0,20.0,193.08,101.9,52.0,49.9
2025-04-06,19,2025-04-06T16:00:00Z,2025-04-06T17:00:00Z,97.11,97.11,98.04,100.0,88.0,102.47,57.6,24.6,33.0
2025-04-06,20,2025-04-06T17:00:00Z,2025-04-06T18:00:00Z,136.71,136.71,139.94,111.44,111.44,175.0,81.0,51.7,29.3
2025-04-06,21,2025-04-06T18:00:00Z,2025-04-06T19:00:00Z,131.25,131.25,121.51,82.44,80.0,149.0,62.7,26.6,36.1
2025-04-06,22,2025-04-06T19:00:00Z,2025-04-06T20:00:00Z,114.2,114.2,114.49,110.99,107.0,123.96,60.8,34.5,26.3
2025-04-06,23,2025-04-06T20:00:00Z,2025-04-06T21:00:00Z,99.6,99.6,98.44,85.54,85.54,111.33,176.7,105.7,71.0
2025-04-06,24,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,91.32,91.32,89.67,74.45,74.45,96.95,127.3,75.7,51.6
2025-04-07,1,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,86.21,86.21,84.79,83.0,80.5,92.01,48.1,5.3,42.8
2025-04-07,2,2025-04-06T23:00:00Z,2025-04-07T00:00:00Z,81.62,81.62,81.19,75.62,74.4,92.88,100.3,34.5,65.8
2025-04-07,3,2025-04-07T00:00:00Z,2025-04-07T01:00:00Z,80.65,80.65,79.87,55.96,55.94,89.4,67.6,10.5,57.1
2025-04-07,4,2025-04-07T01:00:00Z,2025-04-07T02:00:00Z,81.93,81.93,81.98,78.74,78.0,85.6,66.2,20.0,46.2
2025-04-07,5,2025-04-07T02:00:00Z,2025-04-07T03:00:00Z,85.02,85.02,84.56,80.1,80.0,87.11,52.2,7.0,45.2
2025-04-07,6,2025-04-07T03:00:00Z,2025-04-07T04:00:00Z,94.29,94.29,94.6,93.4,91.0,103.76,68.4,27.0,41.4
2025-04-07,7,2025-04-07T04:00:00Z,2025-04-07T05:00:00Z,131.59,131.59,131.89,115.0,115.0,135.91,68.0,16.0,52.0
2025-04-07,8,2025-04-07T05:00:00Z,2025-04-07T06:00:00Z,168.98,168.98,169.86,159.29,159.28,194.99,82.5,17.2,65.3
2025-04-07,9,2025-04-07T06:00:00Z,2025-04-07T07:00:00Z,142.03,142.03,138.11,131.02,128.67,152.0,73.8,1.0,72.8
2025-04-07,10,2025-04-07T07:00:00Z,2025-04-07T08:00:00Z,91.75,91.75,91.63,96.46,86.0,102.95,105.7,40.0,65.7
